MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Genre
-206.96808,117.792984,23.23588,28.297827,-1.1239153,18.862036,-21.949682,17.849985,-25.585644,2.1299253,-17.794416,-8.0159025,-17.607279,blues
-221.83113,110.83949,18.616821,30.920137,3.295923,22.587362,-20.41635,12.118738,-26.350498,-4.367485,-26.413198,-13.0451,-12.654766,blues
-288.8077,105.89604,18.777039,23.710392,5.711881,25.549088,-13.47376,12.428972,-11.942034,1.5714256,-15.635912,-6.6506157,-11.713253,blues
-239.03807,108.6572,34.151894,30.23917,-0.47574335,27.292637,-21.379398,14.150509,-24.510178,-1.8840461,-28.050291,-11.25665,-16.47693,blues
-217.23868,105.792366,15.617069,25.256382,-1.4402744,30.18982,-17.71522,17.318172,-27.209528,4.339167,-20.059492,-10.695945,-14.220667,blues
-171.8102,120.280624,15.327537,21.09045,-5.4192963,24.189465,-24.138222,18.551981,-22.348904,1.3031775,-20.763931,-4.988852,-17.118927,blues
-200.19609,116.34013,18.00621,25.31356,0.29173443,24.192478,-22.255909,11.186425,-26.84873,-7.6384597,-24.889929,-12.015525,-17.017954,blues
-328.68088,102.71113,19.895552,26.732681,7.151481,22.704802,-6.9743266,12.781994,-10.7257805,-0.43366092,-12.373165,-8.907054,-9.2401085,blues
-192.69382,111.18816,21.37331,26.392143,-0.64837533,23.48088,-25.470795,16.924429,-16.979984,5.79015,-25.725246,-5.045352,-17.632244,blues
-301.70715,111.53472,21.896408,16.14818,8.19624,22.085075,-8.614954,1.4815573,-17.084373,-8.345809,-17.013063,-10.57562,-15.689096,blues
-110.284325,90.705605,-2.5283113,74.052734,-11.746768,39.214577,-13.1743,20.531588,-17.167608,12.827254,-21.434446,5.9521317,-8.032604,blues
-107.18975,88.47057,-4.1777873,55.48549,-8.01038,38.416542,-6.402575,28.576523,-19.820787,13.252739,-19.239792,12.076226,-4.583088,blues
-159.56772,69.78482,-4.3918796,76.85114,3.9159086,45.16753,-4.867353,32.200516,-9.796341,7.8125114,-21.826967,9.68244,-2.5915892,blues
-109.195,100.62705,-8.620549,47.36422,-6.559237,39.620792,-8.523994,29.564737,-16.583515,13.170685,-24.20932,6.5919027,-8.641899,blues
-109.53234,86.9265,-8.6249895,64.4895,-6.306035,43.64582,-8.293103,28.546427,-14.081592,8.136635,-21.490427,11.0866165,-5.094468,blues
-163.24313,89.78489,12.977459,80.69248,3.6667745,39.74513,-5.4003787,26.49867,-13.163736,2.7070131,-20.552906,6.0071893,-2.908132,blues
-182.66501,90.68653,14.118146,67.55459,2.6876106,38.431614,-8.420627,24.123556,-13.787512,4.8449693,-16.676622,5.823079,-5.1492887,blues
-149.97588,93.640755,6.3362436,71.51115,-8.113178,36.21202,-9.784973,17.641598,-21.119003,-0.1259031,-22.20099,5.435663,-7.4677796,blues
-106.34815,102.64147,-20.172258,59.37521,-9.967279,33.70612,-14.182175,23.516733,-13.329083,16.026072,-18.923176,7.8317666,-7.8003836,blues
-255.97383,110.82752,21.460573,67.588135,4.288312,43.11846,-4.508348,10.442597,-8.718592,1.6548897,-20.587791,-2.430674,-7.144061,blues
-83.00168,107.06744,-25.32368,57.122066,0.08129869,34.708904,-11.047215,20.53328,-11.220151,14.839782,-10.229966,12.542858,-9.772626,blues
-55.59663,114.9512,-37.06935,64.90438,-7.164943,15.254703,-16.23533,18.643576,-9.752286,21.46539,-5.6520977,12.78424,-16.537031,blues
-225.30031,117.64152,-14.544607,64.80238,12.931657,19.029236,10.688534,9.883125,-2.3828368,11.688009,1.5453439,3.049367,-7.628483,blues
-76.75777,105.77048,-43.208836,60.950108,-8.791272,21.246782,-12.877676,18.621216,-11.3991165,14.550057,-6.057422,12.74034,-9.374367,blues
-58.0011,109.01412,-36.218388,64.04036,1.4301568,26.315119,-17.482681,20.431017,-9.543072,18.177134,-6.057144,13.878273,-11.297565,blues
-98.69757,104.80117,-35.10867,60.695045,-2.839327,22.231003,-7.8374567,19.03072,-11.578803,17.021759,-5.3873515,12.199111,-9.960819,blues
-145.42918,102.859566,-12.5421295,56.96205,2.2472627,26.607046,-4.2670345,17.337631,-7.9970355,15.232125,-6.937478,7.4603844,-10.468326,blues
-92.76854,115.340775,-35.060043,57.853596,1.8453199,26.61206,-14.544862,22.132044,-8.207086,11.007707,-5.644094,7.2728615,-10.202147,blues
-95.45586,105.22937,-26.962673,60.836983,-4.847295,21.54521,-13.523774,12.135235,-20.232874,12.151344,-5.229753,10.264026,-9.45371,blues
-86.25098,91.9421,-23.4035,68.2495,-3.8901277,22.742178,-9.895618,16.891766,-11.393833,18.429016,-7.011848,10.766728,-11.93729,blues
-67.805534,111.709366,-34.657307,61.34179,0.045181274,30.571093,-12.704327,21.166828,-13.13489,16.2878,-6.343271,12.295478,-12.483006,blues
-82.485886,94.17034,-27.139208,75.66252,-27.529984,35.589035,-20.298964,25.121317,-15.379854,11.346788,-13.402289,8.153384,-8.504351,blues
-144.99365,95.742805,-21.61032,49.62971,-29.898346,29.358599,-18.849941,17.890139,-9.674273,5.5135674,-9.5545635,6.3690124,-21.091816,blues
-129.11397,72.11977,-7.7658463,49.26091,-32.721977,21.608435,-27.37464,15.002842,-10.258776,12.437438,-17.034569,7.118173,-18.020405,blues
-85.17353,88.81205,-16.331642,59.223236,-35.993603,14.391535,-22.306257,9.651897,-14.823916,11.181605,-14.808832,8.478196,-19.59089,blues
-118.37033,74.86732,-19.869467,46.947586,-32.569054,23.835136,-26.374111,17.692514,-13.826244,11.946739,-17.88878,7.555982,-22.900585,blues
-116.546364,97.444626,-13.895614,48.974854,-22.594566,27.76544,-20.240068,18.63935,-14.6516695,8.481434,-16.655897,11.001678,-13.869425,blues
-95.46325,101.38038,-20.697004,48.66807,-30.27181,20.812761,-18.313585,14.146872,-12.79889,13.44428,-14.0782,7.732656,-19.232273,blues
-113.19473,88.705864,-8.925186,49.482693,-34.573833,15.864125,-17.744791,14.710542,-11.201999,15.367768,-15.07657,8.7476635,-18.63179,blues
-121.42954,96.12303,-19.616804,48.020565,-38.80819,24.758066,-32.945824,8.104195,-17.81152,6.1132855,-19.998335,6.7939243,-19.340662,blues
-133.0444,105.72739,-22.146265,41.81865,-26.996668,19.124523,-26.56932,19.24604,-15.334524,6.9896555,-10.818551,6.7937427,-11.729828,blues
-89.391495,93.78779,-14.57109,54.391533,-33.51502,19.421158,-19.763674,13.022463,-13.869496,14.611718,-14.970264,10.589299,-18.023413,blues
-118.68192,87.62362,6.558794,45.09805,-38.915703,20.813005,-26.863337,13.798009,-17.23861,5.1101575,-15.709853,3.981842,-27.549046,blues
-30.129288,103.7448,-19.765732,56.411625,-12.72487,20.194227,-17.348097,16.309158,-18.444427,8.932052,-11.661623,11.210426,-8.851257,blues
-56.03289,87.84067,-1.6012411,41.205364,-5.620271,27.784927,-24.002584,21.768122,-18.42899,12.328123,-13.717034,11.850819,-3.9822721,blues
-86.33548,92.7005,-15.399187,54.052013,0.8667875,31.560293,-14.622711,23.325447,-14.978638,15.339354,-7.0493617,12.182225,-6.110912,blues
-52.701164,74.455414,-18.715458,56.307217,-3.9593265,31.987156,-16.45779,22.41769,-12.262029,27.228352,-9.233885,7.8071027,-10.567175,blues
-29.039146,104.53732,-30.978956,38.154427,-7.991592,30.89167,-20.596235,25.83078,-12.959671,16.941612,-12.263682,10.786708,-10.564546,blues
-2.5510163,101.25788,-33.92729,41.518402,-13.815158,31.920723,-21.868603,24.458948,-15.881364,15.794475,-14.372411,12.507441,-13.373969,blues
-3.5590715,92.92779,-25.118544,45.18721,-10.871894,31.86242,-18.057922,28.628012,-10.234054,14.673487,-14.906988,14.751648,-15.60978,blues
-54.747242,119.48588,-34.86474,37.537148,-15.886235,22.081097,-14.668315,18.534313,-9.643758,11.258853,-11.732052,11.539119,-6.4307184,blues
-26.955238,107.34024,-46.812206,40.932655,-21.469862,24.816854,-18.9477,15.260987,-15.0442505,12.270949,-15.239539,14.331287,-13.830045,blues
-29.400257,108.69148,-25.5899,38.440144,-18.353867,21.7857,-25.172714,22.406967,-17.606058,14.675623,-12.086357,5.4621906,-7.7060304,blues
-19.893549,98.89588,-24.47666,49.585854,-16.200876,30.19781,-18.029512,27.554832,-11.405636,14.877994,-8.908682,11.671264,-10.886021,blues
-38.994843,112.03825,-31.817709,38.240677,-6.320669,23.330563,-18.778877,23.932188,-10.934216,13.2348585,-14.38119,13.326929,-10.922001,blues
-180.14874,131.41078,0.5733359,43.165672,14.135556,25.621374,-5.315874,12.034328,-13.538714,-1.0941217,-7.614392,2.7180743,0.77427214,blues
-212.8154,139.06923,9.454341,35.44627,12.709544,20.417664,-5.5739536,10.893662,-8.731712,8.055455,0.1637971,2.6417468,-1.0257348,blues
-155.51651,125.655754,1.575322,45.82987,0.9089945,25.391241,-10.813493,15.574149,-11.929206,1.271778,-6.6615033,-0.7791248,-7.7492247,blues
-194.27951,151.85118,-1.1928877,39.1946,16.582485,18.252386,-1.399161,14.87771,-11.616781,2.4488766,-5.0791736,3.9416006,-0.9037845,blues
-346.88687,139.24796,24.084862,22.264015,18.64784,11.657903,9.017679,6.977828,-2.0233011,5.420398,1.6508169,-2.3530064,3.193639,blues
-177.48735,115.33375,9.963015,54.05621,7.6156197,28.31573,-9.070212,20.05844,-15.0455475,6.2224927,-5.688931,1.3798958,-5.843507,blues
-236.38347,161.695,-1.1533349,27.288706,9.581351,20.619045,0.23412783,13.796686,-0.50091976,10.18543,-4.4546185,5.5080886,-3.7167218,blues
-332.30798,128.08076,28.825216,41.83606,31.234669,23.35822,5.7872233,8.9962015,-3.8611279,3.739,-0.86905843,-0.43693084,1.4746556,blues
-350.3589,169.54633,31.780228,16.713755,28.661758,19.24909,7.846699,10.039795,4.742695,2.915623,3.8965418,1.8103498,-5.970981,blues
-206.28116,126.62033,10.590663,43.21572,12.4949,19.41366,0.35196793,12.730944,-4.5792894,4.058012,-4.4092126,3.6634235,-1.4560472,blues
-130.58154,139.9749,-1.2707359,39.310425,-6.3536654,19.767843,-11.213425,27.243687,-16.53454,7.0218787,-1.2004069,1.6136361,-6.6290407,blues
-314.58218,139.91444,11.862516,30.102106,-7.5390353,14.907039,-2.6808987,6.701544,-6.3955092,2.8176138,-11.706482,2.0630279,-11.438629,blues
-148.6477,145.73776,-9.363346,48.451443,10.543868,18.014605,-2.6345782,16.958082,-11.506824,8.731703,-8.173254,3.2235358,-0.6797588,blues
-90.70722,100.10758,-23.924427,52.588303,-20.928015,31.502182,-11.213113,20.094328,-10.915236,17.563923,-14.097334,12.994508,-11.420426,blues
-177.19162,136.2142,-26.910713,36.37278,-18.759426,20.905872,-1.7765749,3.0159326,-5.59941,5.6345954,-8.114802,5.645384,-10.786549,blues
-268.18002,135.68788,-34.07107,25.63486,-12.970324,17.894695,-9.997608,5.6292233,-14.146461,7.497626,-3.9705248,8.258684,-1.352737,classical
-324.09195,133.59413,-25.021385,24.567686,-11.939837,17.660225,-5.522583,1.7202383,-10.571335,-0.8508677,-7.797244,3.5256078,5.0467987,classical
-235.30643,141.13675,-34.679047,30.99717,-16.400242,23.120686,-11.043703,7.6586432,-19.017239,4.2365456,-11.835343,8.918064,-1.442469,classical
-326.89987,127.39418,-30.584469,37.47575,-5.2911663,20.80699,-1.7857137,-4.6031647,-4.048745,5.2380347,-0.6428715,2.8008628,7.245895,classical
-259.96228,118.93238,-35.606533,31.990017,-16.535492,10.620698,-15.65591,7.4423375,-5.810465,8.268948,-18.018595,-1.1994926,-6.346673,classical
-264.2774,138.15092,-30.101551,37.824226,-7.180178,6.7829356,-11.8189,4.712041,-9.843633,5.8637476,-9.573777,2.6703959,-4.7964425,classical
-295.74353,134.53831,-22.449306,40.759247,-5.87598,9.276347,-11.875942,6.2949286,-8.866929,4.406289,-9.378154,4.06138,1.6256827,classical
-286.86823,135.91835,-24.436617,36.66117,-6.2452145,6.9629354,-8.168272,3.8440666,-4.3983455,6.4327855,-4.1305766,1.549041,-4.3528376,classical
-292.15292,127.763664,-29.909023,37.442085,-9.556902,5.1130486,-13.823929,7.0317283,-7.0326324,6.4920025,-9.904401,4.713663,0.3748314,classical
-356.14395,139.79286,-6.286765,43.188293,-8.879337,11.050314,-8.393051,4.4185205,-8.283711,8.682832,-8.135776,3.427108,-1.440631,classical
-315.04453,128.73926,-28.93491,30.839514,-8.996638,7.9901075,-9.846989,1.441412,-8.973623,6.049842,-3.320935,7.609508,3.7989612,classical
-385.26587,177.27786,-9.337663,24.373219,5.805441,-4.563062,-6.356949,-6.9578943,-4.127428,3.8580673,-0.3582022,-0.94612193,-3.67056,classical
-362.71387,143.93861,-18.981813,30.657846,1.0281466,0.28484526,-7.9897437,-3.8509774,-8.94467,3.2497702,-4.454638,3.649625,4.933547,classical
-343.13556,140.08688,-20.911034,32.332195,-3.6868103,2.9435577,-10.66953,0.3191031,-5.784346,7.68808,-3.6771073,2.553818,-3.498068,classical
-324.6391,147.82701,-31.937817,27.408855,-4.508828,-4.1651044,-12.588299,-5.118296,-7.741826,0.8432942,-8.195583,-0.82244694,1.0045,classical
-449.51437,124.97361,-19.919233,27.45221,-5.775594,2.2272975,-6.5527916,10.601105,3.3547378,14.393793,1.9887382,5.250284,4.4267945,classical
-482.67636,154.86115,-5.025982,29.73767,-1.8687444,8.223097,-4.7659545,9.646516,-3.3353903,4.5322237,-10.103474,-0.6667129,-2.4448435,classical
-311.51123,148.66138,-33.509113,10.361734,-12.907805,1.2325779,-12.908663,0.8045732,-9.738699,2.0689795,-5.106063,6.7442927,4.615777,classical
-405.6831,145.69487,-0.8267259,23.067648,9.225309,-2.6439388,-5.750473,-2.0919251,-0.6470631,6.759229,2.8076077,2.446449,5.0846725,classical
-475.86765,141.53087,-8.475214,33.992065,0.5255779,6.034853,0.027931426,9.537156,2.162517,7.0820994,-8.048426,-0.108273536,0.78827375,classical
-300.9405,161.08626,-24.240719,27.966187,-2.8622556,2.3875616,-11.273425,0.22528104,-6.841877,6.0946074,-8.138311,-1.805326,-4.1101503,classical
-278.22952,147.87563,-31.567955,20.35228,-9.5826435,-6.244679,-13.601204,-0.66615546,-7.274475,1.01987,-11.758481,-0.9619851,-2.2164092,classical
-278.78244,160.01924,-28.398985,23.062634,-2.6952755,3.0099838,-11.293977,-0.5086696,-11.364047,3.1734755,-5.107195,4.339189,-4.0708914,classical
-406.96542,163.13947,-2.4138153,32.456657,7.907838,9.677142,-5.4890423,9.523497,-3.1028214,10.209687,-10.385391,-5.3867083,-8.080066,classical
-223.17725,163.24625,-34.416225,24.187868,-10.304307,3.2287347,-12.884593,0.8050692,-14.284255,1.6726216,-10.143485,0.24415688,-4.545105,classical
-221.28345,173.33664,-37.456543,24.362453,-8.6876135,3.3857913,-12.841176,1.0815359,-15.328135,0.42323717,-9.623609,2.292809,-4.4855638,classical
-319.33237,143.66473,-31.164366,10.908864,-5.55389,-4.265031,-8.952561,-5.5834894,-8.020538,2.3426132,-4.4772716,-0.31978709,0.97486126,classical
-366.25018,181.5994,-5.5262704,27.008371,-4.8321323,4.610715,-10.542602,0.16762115,-11.139511,3.584806,-10.332784,-1.0784339,-4.5973077,classical
-228.95734,153.97128,-30.685278,20.8126,-6.08023,1.1724141,-10.788692,-3.8824687,-11.589583,0.88214755,-8.279238,-0.7267745,-3.104451,classical
-297.24658,130.27441,-30.589977,27.486969,-7.054992,1.9900564,-11.125771,4.752086,-8.771535,5.4152327,-5.375333,4.4642715,1.7346498,classical
-315.67807,149.66841,-30.59499,23.221498,-8.699832,-10.104396,-15.733574,-4.047281,-7.652163,0.04623177,-11.143897,-7.67045,-5.870634,classical
-374.0075,172.44232,6.402986,20.150894,5.8518014,1.5909549,-6.710564,-1.1913427,-0.290502,0.33312553,-6.55182,-7.3002505,-7.3283706,classical
-498.60873,177.52312,11.209716,27.63433,-2.8418264,5.090956,-6.604385,-1.0570544,-4.144494,-3.0533733,-9.90994,-8.573808,-9.189356,classical
-429.10315,120.74545,-1.6823534,17.948559,7.7335906,-2.0437238,-3.941744,-2.5360472,-0.5834436,-0.79653704,-9.051198,-3.6899388,-0.9829521,classical
-309.24283,138.64113,-29.713259,33.618786,-0.37825724,5.2437387,-6.3323126,3.2807326,-6.714091,-0.6922032,-13.243885,-8.528504,-9.668247,classical
-319.78223,165.98755,-11.918571,27.240343,7.843559,1.7273006,-7.849843,-2.4120853,-2.908876,-2.5311303,-11.365741,-4.6136107,-4.4873595,classical
-419.26315,127.44508,-3.7823565,23.200216,-4.3346987,4.030428,-8.209103,-7.6188607,-7.075689,-2.9239516,-7.409898,-5.437336,-9.099495,classical
-275.37598,125.30793,-41.05129,24.607311,-4.7889285,-4.2538486,-15.021034,-5.045092,-5.0018377,2.47306,-10.894702,-8.017638,-5.1663785,classical
-276.03903,146.35081,-36.59162,24.200796,-2.5551605,-2.1697466,-13.303985,-6.504971,-9.398983,-3.1274786,-11.537067,-4.1871166,-1.6895956,classical
-409.53445,116.80004,-16.164232,11.717685,0.7060148,6.0069485,-4.274456,0.4954767,0.43389037,12.597706,-1.1140987,-1.1403232,4.957852,classical
-358.65674,129.08748,-30.39764,19.88953,-10.38638,-0.65204483,-10.611145,1.542054,-3.9753864,1.8689039,-8.83354,-7.1676545,-8.212758,classical
-368.46594,124.26599,-31.582445,17.601763,2.3229306,-5.9495974,-11.807773,-5.547481,-5.407888,-1.3051713,-8.427182,-3.613824,2.2061696,classical
-160.33943,164.12074,-48.87504,1.5913547,-7.591044,-2.631471,-11.077547,-7.0276327,-8.120849,1.2311883,-5.4963484,-4.222176,-5.458137,classical
-249.54944,161.56836,10.129534,-3.0705643,-0.5965179,-2.0836587,-12.191772,-8.60149,-14.638914,-12.049384,-12.30034,-7.1745567,-7.891679,classical
-402.22232,154.00491,-15.211341,15.294042,-3.0777788,-3.1944375,-9.778081,-17.310207,-12.30656,-7.9146423,-7.0827584,-0.28117195,1.5458184,classical
-170.8866,157.03914,-21.966076,5.2446537,-4.092412,-3.6912692,-8.810494,-4.8575964,-7.874582,-5.4110103,-9.373978,-6.623614,-7.811286,classical
-85.26499,118.42306,-31.47277,20.282015,-4.4177094,6.9225984,-10.950942,-1.6200852,-7.367901,-3.0173,-4.4372015,-1.4064466,-4.2463694,classical
-436.84235,154.1132,-19.859339,20.183603,3.1647444,0.44639242,-6.5306387,-4.603338,-10.0562525,-6.1532865,-4.529443,-2.7835944,-5.23532,classical
-123.763306,148.43001,-21.551395,17.444748,-1.408804,4.1782947,-6.9904447,-5.1033363,-5.795701,5.0631213,-6.247765,-1.9818287,-0.96844095,classical
-98.35358,98.3555,-20.490532,18.820034,-2.095781,2.665037,-7.3115172,-3.5901136,-7.989524,-1.9183744,-4.731997,0.6237759,-2.5930848,classical
-449.6218,151.50313,-12.74668,44.27039,6.244759,4.053898,-1.4805392,-1.6240758,-2.4867768,-4.282386,-9.653202,-1.342105,0.14638366,classical
-230.27237,119.15338,-1.0512242,28.384487,10.00878,16.125824,4.7939453,6.1923785,0.9515957,5.9151874,-1.1755236,3.5739167,-2.0996544,classical
-186.42809,86.65457,-15.711973,14.741793,-2.2158978,6.271489,-0.88792235,0.665047,-6.0883217,-5.2136736,-7.8659334,-1.7187315,-4.7045016,classical
-119.304375,149.57779,-43.31768,24.63625,-5.609388,10.784379,-2.892694,0.7833024,-6.5456386,4.388039,-1.2940494,1.3600911,-1.0813608,classical
-106.22088,127.37078,-45.286133,31.277216,4.3054404,-5.068433,-16.129375,14.690696,-7.912098,-1.2216625,2.9819393,17.464767,-4.0720086,classical
-484.0267,144.12991,1.3964738,8.07553,4.933926,-2.3170042,-2.7469437,-6.8448114,-10.147137,-8.056599,-7.1516695,-10.563925,-7.7874312,classical
-81.13433,129.09853,-42.53483,33.17631,5.6636167,-6.4022493,-2.2610986,7.3734446,-18.71801,2.4979706,3.7862806,1.9323547,-10.066779,classical
-367.15607,112.80696,-18.747368,10.16273,-1.6047248,3.8029535,0.9223539,5.067149,-5.3725705,-9.522553,-8.495645,-1.7838284,1.2991321,classical
-349.95245,161.85112,-3.3711894,14.167044,5.733972,3.5160558,2.977491,-7.090642,-7.9175324,-0.36460117,2.8495579,-2.4810457,-6.7919483,classical
-197.15273,137.3531,-34.18893,25.362162,-5.266597,-2.777788,-9.506929,-7.6099873,-7.6446853,-5.6678395,-4.386777,-5.4302173,-3.5417912,classical
-166.43155,122.135544,-32.106792,16.685278,-5.4006796,-2.4871228,-9.832806,-4.9005094,-6.974422,-4.571057,-6.6684146,-5.497281,-5.3725696,classical
-274.38638,148.3534,-20.334354,21.812437,7.930838,3.7759368,-2.2328162,-6.1013494,-5.629294,-6.689498,-5.906605,-4.5949993,-1.5465237,classical
-305.4226,135.9234,-11.752712,18.215021,10.38905,3.0129585,-5.5959153,0.14172542,-1.3495618,-1.8677533,-3.2052636,-6.742522,-2.6944177,classical
-465.86432,180.2054,56.636234,11.02556,5.8447804,0.73191833,-3.974208,-5.888048,-8.464273,-9.792967,-7.6927004,-3.2534187,-1.8652483,classical
-498.68024,145.66777,46.47074,15.253132,3.067774,-0.825745,-5.210668,-6.1987047,-3.805776,0.088642135,2.7183185,2.2182076,0.2439276,classical
-421.71588,172.793,28.108295,-2.5769753,-3.565678,-4.865174,-8.889885,-10.696762,-7.6852007,-7.9576306,-7.334867,-2.7171748,-0.9175328,classical
-429.35043,175.13577,31.91132,4.2821155,1.0457516,-5.7668777,-9.477815,-11.283073,-10.581981,-8.664747,-6.33389,-1.6819392,0.81892663,classical
-413.57153,143.4208,31.354317,14.031841,1.528158,-2.2939951,-6.4803357,-8.104998,-5.9279113,-4.468454,-2.7899303,-0.81487507,-1.2128332,classical
-234.41783,130.25517,-39.531147,19.335638,-6.793275,-5.1301126,-3.7073677,-4.0360165,-5.0718765,-1.3683323,-7.73577,-4.382001,0.46520504,classical
-321.1795,136.29668,-28.299364,31.01146,0.5664155,0.23202665,0.65548545,-1.3426684,-0.057697017,-0.42475146,-6.1809053,-0.14451806,-0.4561171,classical
-321.19263,134.53426,-18.23528,22.17988,0.42954096,-3.805615,0.49535307,-1.1447425,-1.9025488,-0.10540186,-2.7555182,0.5932069,2.4970193,classical
-269.69882,136.47507,-25.00176,26.395002,0.6870049,-5.381706,-1.1201948,-1.5102577,-0.16106214,-3.7851603,-9.28722,-3.1484404,1.6416065,classical
-360.83704,138.98073,-12.931411,33.80207,7.5938,-1.7090734,1.0358477,4.07697,3.9310114,0.9335501,0.50411147,4.682116,3.340199,classical
-306.78555,152.90353,-27.586826,16.319193,-3.155099,-8.931759,-5.4318347,-9.781289,-7.1121745,0.29346594,0.8718292,5.4160614,8.195814,classical
-289.8248,143.90315,-26.996418,24.067621,-1.1449989,-6.2989807,-2.7494168,-3.5280802,-3.0203989,-3.1464949,-7.2563243,-1.6778024,3.078598,classical
